Genesymbol_phosphosite,Gene,Log2change,p-value,adj_pvalue
ABLM1_S6,ABLM1,-0.0565835283663676,0.764487390224878,0.846018425775599
ABLM1_S8,ABLM1,-0.298658315564515,0.0523,0.151924825986079
ABLM1_T1,ABLM1,0.475084882948783,0.0408,0.131230828516378
ABLM1_T2,ABLM1,0.286881147788162,0.367025521158698,0.523664903123293
ABLM1_T9,ABLM1,0.831877241191673,0.0257,0.0993098765432099
ABLM2_S15,ABLM2,0.070389327891398,0.395804967457129,0.551708252686238
ABLM2_S2,ABLM2,1.24488705912353,0.00151,0.0185345098039216
ABLM2_S3,ABLM2,2.32192809488736,0.0224,0.0908333603238866
ABLM3_S1,ABLM3,-0.584962500721156,0.156153765256834,0.296331207429414
ABLM3_S15,ABLM3,-0.632268215499513,0.00373,0.0302752674230146
ABLM3_S2,ABLM3,-1.4594316186373,0.0158,0.0736059534883721
ABLM3_S3,ABLM3,-1.03562390973072,0.000757,0.0127552751677852
ABLM3_S4,ABLM3,-0.659924558402378,0.0224,0.0908333603238866
ABLM3_S7,ABLM3,-0.782408564927373,0.143745001541878,0.283396095558484
ABLM3_T2,ABLM3,0.189033824390017,0.162197366100872,0.303998656224988
ABLM3_T2_S8,ABLM3,0.422233000683048,0.229590070897915,0.383646004356609
ABLM3_T3,ABLM3,-0.286881147788162,0.590632926565009,0.711715518825208
ABLM3_Y17,ABLM3,0.0285691521967709,0.955775569431071,0.972691225859221
ABR_S3,ABR,0,0.979395998150087,0.987129321014188
ACACA_S11,ACACA,-0.545968369105293,0.0346,0.118601505817933
ACACB_S3,ACACB,-1.11769504266975,0.000994,0.0147713709198813
ACACB_S6,ACACB,-1.04264433740849,0.02113371904513,0.0880513019783786
ACACB_S7,ACACB,-0.956056652412403,0.154135431196989,0.294061043594103
ACACB_T8,ACACB,-0.594548549550354,0.000831,0.0130930156739812
ACAP2_S7,ACAP2,0.613531652917927,0.15915370558308,0.299527154287886
ACAP2_T5,ACAP2,0.505890929729957,0.0842,0.202630273906776
ACBD4_S6,ACBD4,-0.176322772640463,0.420282516711566,0.57163901240943
ACBD5_S2,ACBD5,-0.807354922057604,0.00242,0.0233964478764479
ACBD5_S5,ACBD5,-1.63691458035588,0.153888300745408,0.293906175117157
ACINU_S1,ACINU,0.214124805352847,0.460544009754612,0.606788845264693
ACINU_S11,ACINU,0.250961573533219,0.096421073431419,0.221300062211066
ACINU_S12,ACINU,-0.137503523749935,0.417574242202629,0.570123174741212
ACINU_S3,ACINU,0.333423733725192,0.089,0.210241509433962
ACINU_S3_S5,ACINU,0.454175893185802,0.207852278602628,0.358629707347039
ACINU_S6,ACINU,-1.08406426478847,0.00247,0.0237423416506718
ACINU_S7,ACINU,-0.871843648509318,0.0772,0.192826733167082
ACINU_S8,ACINU,0.070389327891398,0.855181480973259,0.908378782208022
ACINU_T1,ACINU,0.070389327891398,0.191581107812303,0.339624137318235
ACINU_T10,ACINU,0.111031312388744,0.801942238071746,0.870233310566263
ACINU_T2,ACINU,-0.176322772640463,0.745415375064798,0.833267901411721
ACKR3_S8,ACKR3,-0.0143552929770701,0.954041423268005,0.971731731555896
ACL6A_S3,ACL6A,0.411426245726465,0.0642,0.173873866090713
ACLY_S12,ACLY,-0.27500704749987,0.482664063445342,0.624306884974995
ACLY_S3,ACLY,0.765534746362977,0.0342,0.117632967032967
ACLY_T1,ACLY,1.13093086982645,0.013,0.0658281092012133
ACSA_S1,ACSA,-0.748461233004036,0.0274,0.102326025354213
ACSA_S3,ACSA,-1.07724299893246,0.00562,0.0387138376891334
ACSL3_S4,ACSL3,0.0565835283663675,0.79924432308094,0.868811714779541
ACSL3_T7,ACSL3,0.55581615506164,0.0259,0.0994435215454939
ACSL4_T7,ACSL4,0.55581615506164,0.0259,0.0994435215454939
ACTA_S19,ACTA,-0.16349873228288,0.734366283133444,0.823858948461534
ACTA_S5,ACTA,0.0565835283663675,0.752920839500143,0.838289809741377
ACTA_T14,ACTA,-0.250961573533219,0.4326451682488,0.581037007935101
ACTBM_S11,ACTBM,0.475084882948783,0.0507,0.149620271066588
ACTBM_S17,ACTBM,-0.422233000683048,0.209944869000633,0.360563753071046
ACTBM_S5,ACTBM,0.0565835283663675,0.752920839500143,0.838289809741377
ACTB_S11,ACTB,0.475084882948783,0.0507,0.149620271066588
ACTB_S14,ACTB,0.0143552929770701,0.984786027100099,0.990124156538305
ACTB_S19,ACTB,-0.189033824390017,0.342807778474027,0.500811363651671
ACTB_S3,ACTB,0.0976107966264223,0.562167911264008,0.688851700418437
ACTB_S5,ACTB,0.0565835283663675,0.752920839500143,0.838289809741377
ACTB_T14,ACTB,0.622930350920177,0.0314,0.111842958748222
ACTB_Y5,ACTB,-0.485426827170242,0.527415615564784,0.661256879804176
ACTC_S19,ACTC,-0.16349873228288,0.734366283133444,0.823858948461534
ACTC_S5,ACTC,0.0565835283663675,0.752920839500143,0.838289809741377
ACTC_T14,ACTC,-0.250961573533219,0.4326451682488,0.581037007935101
ACTG_S11,ACTG,0.475084882948783,0.0507,0.149620271066588
ACTG_S14,ACTG,0.0143552929770701,0.984786027100099,0.990124156538305
ACTG_S19,ACTG,-0.189033824390017,0.342807778474027,0.500811363651671
ACTG_S3,ACTG,0.0976107966264223,0.562167911264008,0.688851700418437
ACTG_S5,ACTG,0.0565835283663675,0.752920839500143,0.838289809741377
ACTG_T14,ACTG,0.622930350920177,0.0314,0.111842958748222
ACTG_Y5,ACTG,-0.485426827170242,0.527415615564784,0.661256879804176
ACTH_S19,ACTH,-0.16349873228288,0.734366283133444,0.823858948461534
ACTH_S5,ACTH,0.0565835283663675,0.752920839500143,0.838289809741377
ACTH_T14,ACTH,-0.250961573533219,0.4326451682488,0.581037007935101
ACTN4_S1,ACTN4,-0.111031312388744,0.831159466807171,0.890743978123328
ACTS_S19,ACTS,-0.16349873228288,0.734366283133444,0.823858948461534
ACTS_S5,ACTS,0.0565835283663675,0.752920839500143,0.838289809741377
ACTS_T14,ACTS,-0.250961573533219,0.4326451682488,0.581037007935101
ADA17_S1,ADA17,-0.356143810225275,0.287895573980726,0.443488475698393
ADAM9_S3,ADAM9,0.0426443374084937,0.802661740997755,0.870825389713336
ADAM9_T6,ADAM9,-0.238786859587116,0.069,0.181869473684211
ADAS_S4,ADAS,0.176322772640463,0.542049400733265,0.672643077305868
ADCY6_S6,ADCY6,0.0143552929770701,0.927151406030094,0.954992645289739
ADCY9_S6,ADCY9,0.0976107966264223,0.591939706041414,0.712775678734167
ADDA_S15,ADDA,1.13093086982645,0.0129,0.0655870050761421
ADDA_S17,ADDA,1.18903382439002,0.0161,0.0745872340425532
ADDA_S2,ADDA,0.238786859587116,0.465028690275962,0.611089918893209
ADDA_S20,ADDA,0.505890929729957,0.154654949902593,0.29482755580974
ADDA_S4,ADDA,1.64154602908752,1e-05,0.00168450909090909
ADDA_S5,ADDA,1.62293035092018,0.090141052506264,0.211540014503922
ADDA_S6,ADDA,0.298658315564515,0.0573,0.161303204047218
ADDA_S9,ADDA,0.575312330687437,0.00543,0.0379773333333333
ADDA_T23,ADDA,1.18269229751619,4.61e-05,0.00281547317073171
ADDG_S12,ADDG,0.454175893185802,0.0316,0.112236028368794
ADDG_S14,ADDG,0.575312330687437,0.509069167287581,0.646076631975724
ADDG_S18,ADDG,0.176322772640463,0.441856390471606,0.590084480928481
ADH1A_S3,ADH1A,-2.33342373372519,0.020085610376266,0.0853781170483461
ADH1A_S4,ADH1A,-1.66902676550963,0.000485,0.0102918644067797
ADH1A_T10,ADH1A,-1.24488705912353,0.170869059033914,0.314715795381332
ADH1A_T6,ADH1A,-1.68257329734758,0.0766,0.19213230333726
ADH1A_T7,ADH1A,-1.35049724708413,0.0878,0.20809389493611
ADH1B_S3,ADH1B,-2.33342373372519,0.020085610376266,0.0853781170483461
ADH1B_S4,ADH1B,-0.978195629681652,0.0989,0.225337215650591
ADH1B_S7,ADH1B,-0.678071905112638,0.00314,0.0273005555555556
ADH1B_T6,ADH1B,-1.33342373372519,0.0022,0.0223934959349594
ADH1G_S4,ADH1G,-1.66902676550963,0.000485,0.0102918644067797
ADH4_S13,ADH4,-2.77399632511117,2.59e-05,0.00226223448275862
ADH4_T6,ADH4,-1.33342373372519,0.0022,0.0223934959349594
ADH7_S24,ADH7,-0.823749360308273,0.0425,0.135308328035601
ADH7_T19,ADH7,-0.7311832415722,0.0378,0.1252
ADRM1_T7,ADRM1,0.815575428862573,0.138173557271044,0.277010878628258
ADT1_T4,ADT1,-1.22032995487956,0.0355,0.12020554428668
ADT2_T4,ADT2,-1.22032995487956,0.0355,0.12020554428668
ADT3_T4,ADT3,-1.22032995487956,0.0355,0.12020554428668
ADT4_T4,ADT4,-1.22032995487956,0.0355,0.12020554428668
ADX_S1,ADX,-0.454175893185802,0.140744509134354,0.280182173506127
ADX_S11,ADX,0.678071905112638,0.148362414580944,0.289329817843212
ADX_S2,ADX,-0.748461233004036,0.118304853857469,0.25265275399497
ADX_S3,ADX,-0.641546029087524,0.013449001015331,0.0672716417910448
AF1L1_S1,AF1L1,0.659924558402378,0.142223245422783,0.281300953032108
AF1L1_S4,AF1L1,0.622930350920177,0.134342902031118,0.271355215164299
AF1L2_S3,AF1L2,-0.22650852980868,0.513752631541806,0.650372390991245
AF1L2_Y23,AF1L2,0.0840642647884745,0.863639537778988,0.914979226824026
AFAD_S1,AFAD,-0.879705766282288,0.00974,0.0556825570776256
AFAD_S10,AFAD,0.6959938131099,0.0772,0.192826733167082
AFAD_S11,AFAD,-0.263034405833794,0.176012866144918,0.321119283662568
AFAD_S16,AFAD,-0.443606651475615,0.123055159015921,0.257741629590854
AFAD_S1_S11,AFAD,0,0.970039419671133,0.981405538123845
AFAD_S2,AFAD,-0.27500704749987,0.369685415956091,0.526554719661265
AFAD_S2_S11,AFAD,0.137503523749935,0.571211229601581,0.696456781083337
AFAD_S3,AFAD,-0.650764559116902,0.0394,0.128544104234528
AFAD_S4,AFAD,0.176322772640463,0.451375296093588,0.598646049480055
AFAD_S5,AFAD,-0.321928094887362,0.523464115917297,0.657498344651554
AFAD_S6,AFAD,-0.0426443374084937,0.723185878453591,0.815809482156626
AFAD_S8,AFAD,-0.137503523749935,0.768189948914708,0.848125058237403
AFAD_T1,AFAD,-0.659924558402378,0.16288458456647,0.304944298881825
AFAD_T11,AFAD,-0.298658315564515,0.0671,0.178647953216374
AFAD_T15,AFAD,-0.189033824390017,0.514579141529825,0.651089525210046
AFAP1_S3,AFAP1,1.89141918684608,8.43e-05,0.00388234862385321
AFAP1_S4,AFAP1,1.11769504266975,0.00174,0.0198947945205479
AFAP1_T3,AFAP1,1.29278174922785,0.000793,0.0130305242718447
AFF4_S3,AFF4,1.06350294230616,0.000915,0.0140132110091743
AFF4_T7,AFF4,-0.111031312388744,0.50541932859477,0.642772504536079
AFTIN_S8,AFTIN,0.948600847493356,0.137784373799404,0.276562783161289
AGAP1_S6,AGAP1,0.669026765509631,0.00712,0.0455971355498721
AGAP3_S6,AGAP3,0.704871964456353,0.0201,0.0853781170483461
AGFG1_S18,AGFG1,-0.36737106564853,0.135578268675965,0.273010040019796
AGFG1_S2,AGFG1,0.0426443374084937,0.847153748813365,0.903158529271168
AGFG1_S4,AGFG1,0.903038270112912,0.203757161687636,0.354434131897076
AGFG1_S6,AGFG1,1.11103131238874,0.00422,0.0321181762917933
AGFG1_T16,AGFG1,-0.36737106564853,0.170218669059027,0.313864173287042
AGM1_S10,AGM1,-0.20163386116965,0.406747320538775,0.56177057491088
AGRA2_S1,AGRA2,0.344828496997441,0.0116,0.0618008510638298
AGRA2_S4,AGRA2,0.189033824390017,0.0317,0.112335024162796
AGRA2_Y3,AGRA2,0.400537929583729,0.0609,0.168594361525705
AGT2_S3,AGT2,0.263034405833794,0.673422110429837,0.777431518910241
AHNK2_S3,AHNK2,-0.807354922057604,0.14133206393596,0.28056304893638
AHNK_S1,AHNK,1.33913738491959,0.00149,0.0185024630541872
AHNK_S10,AHNK,0.16349873228288,0.458894871624391,0.605870624664486
AHNK_S12,AHNK,0.422233000683048,0.195249452965462,0.344177845987692
AHNK_S13,AHNK,1.4905701304462,0.00239,0.0232410097087379
AHNK_S14,AHNK,1.56071495447448,0.000833,0.0130930156739812
AHNK_S16,AHNK,2.48542682717024,0.00011,0.00437206349206349
AHNK_S2,AHNK,1.04264433740849,0.000124,0.00449994202898551
AHNK_S3,AHNK,1.13750352374994,0.0012,0.0165553719008264
AHNK_S4,AHNK,0.584962500721156,0.00573,0.0392555950752394
AHNK_S5,AHNK,1.09085343045111,1.75e-05,0.00192699130434783
AHNK_S5_S16,AHNK,0.925999418556223,0.00374,0.0302903225806452
AHNK_S6,AHNK,1.18903382439002,0.00212,0.021935867768595
AHNK_S7,AHNK,0.422233000683048,0.0595,0.165818586533111
AHNK_S8,AHNK,0.464668267003444,0.053,0.153335644136337
AHNK_S9,AHNK,0.422233000683048,0.0034,0.0284735785953177
AHNK_T3,AHNK,0.111031312388744,0.777271697580278,0.855887568487694
AHNK_T5,AHNK,2.58976348698498,0.0389,0.127244415414762
AHNK_T7,AHNK,1.09761079662642,0.00194,0.0213527912087912
AIF1_S2,AIF1,-1.18269229751619,0.0679,0.179726849894292
AIFM1_S3,AIFM1,-0.20163386116965,0.467408938013576,0.612450016109887
AINX_S4,AINX,1.68257329734758,0.000755,0.0127552751677852
AJUBA_S15,AJUBA,-0.992768430768924,0.000359,0.00868537198067633
AJUBA_S16,AJUBA,-0.765534746362977,0.11278795119174,0.244164445550902
AJUBA_S8,AJUBA,0.0285691521967709,0.904616697615199,0.940969592960247
AK17A_S7,AK17A,0.176322772640463,0.502793674988988,0.640873180031777
AK1C1_S12,AK1C1,-1.4905701304462,0.00484,0.0349982708933718
AK1C1_S5,AK1C1,-0.22650852980868,0.300124851041133,0.456291819676379
AK1C1_T11,AK1C1,-2.29572302453997,0.043877822329482,0.137681788362184
AK1C2_S12,AK1C2,-1.4905701304462,0.00484,0.0349982708933718
AK1C2_S5,AK1C2,-0.22650852980868,0.300124851041133,0.456291819676379
AK1C3_S5,AK1C3,-0.22650852980868,0.300124851041133,0.456291819676379
AK1C4_S5,AK1C4,-0.22650852980868,0.300124851041133,0.456291819676379
AKA11_S3,AKA11,-0.286881147788162,0.120808440637298,0.255277920131472
AKA11_S5,AKA11,0.321928094887362,0.0434,0.136868513853904
AKA12_S1,AKA12,0.505890929729957,0.534527994088923,0.666231009058568
AKA12_S3,AKA12,0.575312330687437,0.346266998960712,0.503661089397399
AKA12_S4,AKA12,0.604071323668861,0.136915382101348,0.275039002632792
AKA12_S7,AKA12,-1.54596836910529,0.190161608387023,0.337825234055414
AKA12_S8,AKA12,-0.622930350920177,0.0896,0.210962294311236
AKAP1_S3,AKAP1,0.454175893185802,0.15064271653559,0.291264112948787
AKAP1_S4,AKAP1,0.389566811762726,0.25875864367111,0.414676252001574
AKAP1_T3,AKAP1,-0.75702324650746,0.103943235437923,0.232491167071513
AKAP1_T5,AKAP1,-0.584962500721156,0.00206,0.0218107399577167
AKAP2_S1,AKAP2,-0.189033824390017,0.281807167572649,0.437202693681483
AKAP2_S12,AKAP2,-0.344828496997441,0.0909,0.212822440392707
AKAP2_S3,AKAP2,-0.070389327891398,0.78835424183613,0.86055379446358
AKAP2_S36,AKAP2,-0.0840642647884746,0.741726555744073,0.829699931017717
AKAP2_S4,AKAP2,0.189033824390017,0.527500246569026,0.661256879804176
AKAP2_S5,AKAP2,0.855989697308481,0.0236,0.0940245027844073
AKAP2_S6,AKAP2,-0.321928094887362,0.10825381367068,0.238772132818906
AKAP2_T1,AKAP2,-0.344828496997441,0.381120085779469,0.53810244984031
AKAP2_T8,AKAP2,-0.137503523749935,0.268443159052467,0.424089381872162
AKIB1_S7,AKIB1,0.432959407276106,0.0197,0.0841788395904437
AKP13_S1,AKP13,-0.622930350920177,0.00719,0.0457583756345178
AKP13_S13,AKP13,0.0565835283663675,0.898863584701106,0.936928798473938
AKP13_S3,AKP13,0.84799690655495,8.06e-06,0.00149498074074074
AKP13_S5,AKP13,1.08406426478847,1.59e-05,0.00192699130434783
AKP13_S7,AKP13,-0.933572638261024,0.198050579095681,0.347647143396835
AKP13_T3,AKP13,0.464668267003444,0.195994064394909,0.345004665901478
AKP8L_S5,AKP8L,0.22650852980868,0.378027645574767,0.534942766046463
AKT1_S5,AKT1,-0.0840642647884746,0.559110531521316,0.685776522620316
AKT1_T3,AKT1,-0.526068811667588,0.0085,0.0504958481613286
AKTS1_S1,AKTS1,-0.321928094887362,0.228672197764395,0.382622908922182
AKTS1_T3,AKTS1,0.37851162325373,0.084656214227228,0.202904156712852
AL1A1_T1,AL1A1,-0.189033824390017,0.480365907658854,0.622427397134246
AL1A1_T8,AL1A1,-0.286881147788162,0.664248813489468,0.769858379531418
AL1L1_S11,AL1L1,-1.02147972741045,0.0185,0.0813415276558384
AL4A1_T10,AL4A1,-0.16349873228288,0.63975535611272,0.751558720012316
AL7A1_S3,AL7A1,-0.545968369105293,0.0967,0.221635514874142
AL9A1_T4,AL9A1,-0.443606651475615,0.0566,0.159962076749436
ALBU_S16,ALBU,0.238786859587116,0.497773893564094,0.636774019981024
ALBU_S18,ALBU,1.09085343045111,0.00132,0.0172599477806788
ALBU_S7,ALBU,1.48542682717024,4.02e-05,0.00261456623376623
ALBU_T1,ALBU,0.565597175854225,0.209817704795823,0.36046966880432
ALDOA_S3,ALDOA,0.189033824390017,0.514357506315335,0.650973563716754
ALDOA_S8,ALDOA,-0.37851162325373,0.0847,0.202904156712852
ALDOA_T9,ALDOA,0.0565835283663675,0.763746548486862,0.845829879438789
ALDOB_S13,ALDOB,-0.782408564927373,0.0667,0.178151253333333
ALDOB_S17,ALDOB,-1.22650852980868,0.00644,0.0426607407407407
ALDOB_S8,ALDOB,-1.01435529297707,5e-04,0.0103021714285714
ALDOB_T22,ALDOB,-1.35049724708413,0.0521,0.151607669959326
ALG3_S1,ALG3,0.0976107966264223,0.684666490104201,0.785535572152497
ALG3_S3,ALG3,-0.516015147003665,0.0373,0.12411853820598
ALKB5_S2,ALKB5,-0.545968369105293,0.322782304705385,0.479468325987955
ALKB5_S3,ALKB5,0.27500704749987,0.117171275459033,0.251435306252955
ALS2_S11,ALS2,-0.411426245726465,0.192172087253263,0.340430779258699
ALS2_S3,ALS2,-0.400537929583729,0.153782663770877,0.293865731006813
AMOL2_S10,AMOL2,0.37851162325373,0.20696716443502,0.357657542957412
AMOL2_S3,AMOL2,1.78240856492737,0.00446,0.0331150295857988
AMPD2_S1,AMPD2,-0.333423733725192,0.079,0.194968153051922
AMPD2_S3,AMPD2,-0.189033824390017,0.476532016997237,0.619046308445681
AMPD2_S4,AMPD2,-0.238786859587116,0.532039980609403,0.665384853169313
AMPD3_S3,AMPD3,-0.250961573533219,0.193845357394919,0.342546771289257
AMPL_S1,AMPL,-1.17632277264046,0.0296,0.107651997095134
AMRP_S7,AMRP,-0.704871964456353,0.011,0.0603373493975904
AN13D_S4_T8,AN13D,0.0565835283663675,0.624818673529436,0.739563204215414
AN32A_T3,AN32A,0.641546029087524,0.0368,0.12302696929239
ANCHR_S2,ANCHR,-0.823749360308273,0.00163,0.0189838139534884
ANK1_S4,ANK1,0.722466024471091,0.00106,0.0152982132564841
ANK1_S5,ANK1,0.321928094887362,0.422412049261337,0.5732898489704
ANK1_T3,ANK1,0.176322772640463,0.595221130641806,0.715179323957333
ANK2_S3,ANK2,0.669026765509631,0.00451,0.0333620088626292
ANK3_S11,ANK3,1.16349873228288,0.00245,0.0236408477842004
ANK3_S2,ANK3,1.98550043030488,0.004277973252681,0.0324116339628237
ANK3_S3,ANK3,2.21723071622067,0.000408,0.00932997260273973
ANKH1_S4,ANKH1,0.389566811762726,0.0492,0.147629478729778
ANO6_S3,ANO6,0.37851162325373,0.355696099346836,0.512868284215175
ANR27_S3,ANR27,-0.150559676575381,0.374535568155532,0.531749907704658
ANR28_S3,ANR28,-0.475084882948783,0.0903,0.211813770491803
ANR28_T1,ANR28,-0.298658315564515,0.3584632347143,0.515265177798282
ANS1A_S3,ANS1A,1.30451104180995,3.39e-05,0.00244676571428571
ANS1A_S5,ANS1A,0.526068811667588,0.0142,0.069109426627794
ANT3_S7,ANT3,0.855989697308481,0.00231,0.0228626086956522
ANXA2_S16,ANXA2,0.214124805352847,0.485126831453087,0.626563368291001
ANXA2_S2,ANXA2,0.31034012061215,0.092080703147186,0.214608755221798
ANXA2_T9,ANXA2,1.06350294230616,0.00396,0.0308955076923077
ANXA2_Y14,ANXA2,-0.20163386116965,0.21452175226801,0.366538701930465
ANXA4_S3,ANXA4,0.704871964456353,0.120164285345883,0.254131225089604
AOXA_S21,AOXA,-1.06350294230616,0.0101,0.0568962879640045
AP2A1_S1,AP2A1,-0.748461233004036,0.144203508478664,0.283573159873636
AP2A1_S4,AP2A1,-0.0840642647884746,0.863186479981148,0.914692740530171
AP3B1_S5,AP3B1,-0.0976107966264223,0.664658767638261,0.769977124296186
AP3D1_S4,AP3D1,0.422233000683048,0.467539797007635,0.612461235525565
AP4B1_S3,AP4B1,0.545968369105292,0.12858811645828,0.264424430199676
APBA1_S3,APBA1,-1.25096157353322,0.000391,0.00924373831775701
APC1_S7,APC1,-0.356143810225275,0.403951776494697,0.559764940975496
APC1_S9,APC1,-0.505890929729957,0.0841,0.202584319384319
APC_S12,APC,0.176322772640463,0.353687338022254,0.511013848785277
APC_S8,APC,-0.0143552929770701,0.963405168243327,0.977656146415923
API5_S9,API5,0.526068811667588,0.136034958823818,0.27370955154266
APJ_S3,APJ,0.454175893185802,0.104292254108398,0.232855821923699
APOB_S3,APOB,-0.516015147003665,0.0487,0.14683299217339
APOL3_S2,APOL3,0.831877241191673,0.00672,0.0438852083333333
AR6P4_S1,AR6P4,-0.565597175854225,0.000764,0.0127963612040134
AR6P4_S10,AR6P4,0.505890929729957,0.012378851161118,0.0639538619979403
AR6P4_S11,AR6P4,0.22650852980868,0.199628105273669,0.349558584339348
AR6P4_S3,AR6P4,0.807354922057604,0.0211,0.0879840133222315
